identifier,protein_families,pfam,pfam_clan,keyword,family,genus,gene_name,protein_name,uniprot_kb_id
P01445,three-finger toxin family|IC,PF21947 (Toxin_cobra-type)|44.3,CL0117 (uPAR_Ly6_toxin),KW-0002 (3D-structure);KW-0123 (Cardiotoxin);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0472 (Membrane);KW-0964 (Secreted);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),Elapidae,Naja,,Cytotoxin 2,3SA7A_NAJKA
P01446,three-finger toxin family|IC,PF21947 (Toxin_cobra-type)|44.7,CL0117 (uPAR_Ly6_toxin),KW-0002 (3D-structure);KW-0123 (Cardiotoxin);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0472 (Membrane);KW-0964 (Secreted);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),Elapidae,Naja,,Cytotoxin 3,3SA3_NAJKA
P01484,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|78.6,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Androctonus,,Alpha-mammal toxin AaH2,SCX2_ANDAU
P01531,sea anemone sodium channel inhibitory toxin family|IC,PF00706 (Toxin_4)|76.7,CL0075 (Defensin),KW-0002 (3D-structure);KW-0123 (Cardiotoxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Actiniidae,Anthopleura,,Delta-actitoxin-Axm1b,NA1B_ANTXA
P04084,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|109.2,CL0629 (PLA2),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,Acidic phospholipase A2 homolog vipoxin A chain,PA2HA_VIPAE
P04512,rotavirus NSP4 family|SAM,PF01452 (Rota_NSP4)|350.6,,KW-0002 (3D-structure);KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),Sedoreoviridae,Rotavirus,,Non-structural glycoprotein 4,NSP4_ROTS1
P05484,conotoxin O1 superfamily|IC,PF02950 (Conotoxin)|55.4,CL0083 (Omega_toxin),KW-0002 (3D-structure);KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0582 (Pharmaceutical);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Conidae,Conus,,Omega-conotoxin MVIIA,O17A_CONMA
P09385,ribosome-inactivating protein family|IC,PF00161 (RIP)|103.9,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-1254 (Modulation of host virulence by virus);KW-0652 (Protein synthesis inhibitor);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1255 (Viral exotoxin);KW-0843 (Virulence),,Traversvirus,stxA2,Shiga-like toxin 2 subunit A,STXA_BP933
P09616,aerolysin family|IC,PF07968 (Leukocidin)|306.5,CL0636 (Leukocidin),KW-0002 (3D-structure);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0843 (Virulence),Staphylococcaceae,Staphylococcus,hly,Alpha-hemolysin,HLA_STAAU
P09983,RTX prokaryotic toxin (TC 1|IC,PF00353 (HemolysinCabind)|115.9;PF02382 (RTX)|309.1;PF08339 (RTX_C)|54.2,CL0592 (beta_Roll),KW-0106 (Calcium);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0354 (Hemolysis);KW-1032 (Host cell membrane);KW-1043 (Host membrane);KW-0449 (Lipoprotein);KW-0472 (Membrane);KW-0519 (Myristate);KW-0677 (Repeat);KW-0964 (Secreted);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0843 (Virulence),Enterobacteriaceae,Escherichia,hlyA,"Hemolysin, chromosomal",HLYAC_ECOLX
P0C0J0,peptidase C10 family|IC,,,KW-0002 (3D-structure);KW-0068 (Autocatalytic cleavage);KW-0903 (Direct protein sequencing);KW-1035 (Host cytoplasm);KW-0378 (Hydrolase);KW-0488 (Methylation);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0788 (Thiol protease);KW-0800 (Toxin);KW-0843 (Virulence);KW-0865 (Zymogen),Streptococcaceae,Streptococcus,speB,Streptopain,SPEB_STRPY
P0C1R7,conotoxin A superfamily|IC,PF07365 (Toxin_8)|23.2,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin OmIA,CA1A_CONOM
P0C248,O2 superfamily|IC,PF02950 (Conotoxin)|38.8,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0102 (Bromination);KW-0108 (Calcium channel impairing toxin);KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Conidae,Conus,,Contryphan-Am,COW_CONAA
P0C2D7,flavin monoamine oxidase family|IC,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,L-amino-acid oxidase,OXLA_VIPBB
P0C7B0,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|71.8;PF01421 (Reprolysin)|196.3;PF01562 (Pep_M12B_propep)|59.9;PF08516 (ADAM_CR)|65.7,CL0126 (Peptidase_MA);CL0750 (ADAM_CR_sf),KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Gloydius,,Zinc metalloproteinase-disintegrin-like brevilysin H6,VM3H6_GLOBR
P0C7B1,venom metalloproteinase (M12B) family|IC,,,KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,Zinc metalloproteinase-disintegrin-like BaG,VM3BG_BOTAL
P0C8G7,tectonin family|IC,PF19193 (Tectonin)|61.6,CL0186 (Beta_propeller),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-0348 (Hemagglutinin);KW-0430 (Lectin);KW-0449 (Lipoprotein);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0758 (Storage protein);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),Ampullariidae,Pomacea,,Perivitellin-2 31 kDa subunit,PV22_POMCA
P0CAR9,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|106.2,CL0629 (PLA2),KW-0037 (Angiogenesis);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Cerastes,,Acidic phospholipase A2 CC-PLA2-1,PA2A1_CERCE
P0CAS0,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|83.3,CL0629 (PLA2),KW-0037 (Angiogenesis);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Cerastes,,Acidic phospholipase A2 CC-PLA2-2,PA2A2_CERCE
P0CAS2,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|117.7,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Crotalus,,Phospholipase A2 crotoxin basic chain,PA2B6_CRODU
P0CC17,flavin monoamine oxidase family|IC,PF01593 (Amino_oxidase)|283.7,CL0063 (NADP_Rossmann),KW-0002 (3D-structure);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0479 (Metal-binding);KW-0560 (Oxidoreductase);KW-1202 (Platelet aggregation activating toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,L-amino-acid oxidase,OXLA_BOTAT
P0CE79,arthropod phospholipase D family|IC,PF13653 (GDPD_2)|43.1,CL0036 (TIM_barrel),KW-0204 (Cytolysis);KW-1061 (Dermonecrotic toxin);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0456 (Lyase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Sicariidae,Loxosceles,,Dermonecrotic toxin LrSicTox-alphaIA1ii,A1H2_LOXRE
P0CE81,arthropod phospholipase D family|IC,PF13653 (GDPD_2)|41.1,CL0036 (TIM_barrel),KW-0204 (Cytolysis);KW-1061 (Dermonecrotic toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0456 (Lyase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Sicariidae,Loxosceles,,Dermonecrotic toxin LiSicTox-alphaIA1bi,A1HB1_LOXIN
P0CG56,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|117.2,CL0629 (PLA2),KW-0002 (3D-structure);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0872 (Ion channel impairing toxin);KW-0479 (Metal-binding);KW-0582 (Pharmaceutical);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Crotalus,,Phospholipase A2 crotoxin basic subunit CBb,PA2BB_CRODU
P0CH24,conotoxin A superfamily|IC,,,KW-0165 (Cleavage on pair of basic residues);KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Conopeptide-Ac1,CA1_CONAH
P0CH90,sea anemone sodium channel inhibitory toxin family|IC,PF00706 (Toxin_4)|77.9,CL0075 (Defensin),KW-0025 (Alternative splicing);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Edwardsiidae,Nematostella,,N.vectensis toxin 1 4,NA237_NEMVE
P0CY66,conotoxin O1 superfamily|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Conidae,Conus,,Omega-conotoxin Bu8,O168_CONBU
P0DI88,flavin monoamine oxidase family|IC,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,L-amino-acid oxidase,OXLA_BOTJA
P0DJG3,peptidase S1 family|SAM,PF00089 (Trypsin)|65.0,CL0124 (Peptidase_PA),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0730 (Sialic acid);KW-0800 (Toxin),Viperidae,Bothrocophias,,Thrombin-like enzyme TLBan,VSP1_BOTAN
P0DJG7,peptidase S1 family|SAM,,,KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Deinagkistrodon,,Thrombin-like enzyme acutobin-2,VSP2_DEIAC
P0DJH3,venom metalloproteinase (M12B) family|IC,,,KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Deinagkistrodon,,Zinc metalloproteinase-disintegrin-like AAV1,VMP3A_DEIAC
P0DJN6,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|115.6,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Crotalus,,Basic phospholipase A2 canebraxin B,PA2BB_CROHD
P0DL39,conotoxin A superfamily|IC,,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin AusIA,CA1A_CONAV
P0DL72,neurotoxin 10 (Hwtx-1) family|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Grammostola,,Toxin GTx1-15,TX15_GRAPO
P0DM90,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|75.8;PF01421 (Reprolysin)|209.7;PF08516 (ADAM_CR)|54.9,CL0126 (Peptidase_MA);CL0750 (ADAM_CR_sf),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Gloydius,,Zinc metalloproteinase-disintegrin-like brevilysin H2b,VM32B_GLOBR
P0DPI1,peptidase M27 family|IC,PF01742 (Peptidase_M27)|763.5;PF07951 (Toxin_R_bind_C)|359.4;PF07952 (Toxin_trans)|611.6;PF07953 (Toxin_R_bind_N)|214.8,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1032 (Host cell membrane);KW-1035 (Host cytoplasm);KW-1036 (Host cytoplasmic vesicle);KW-1043 (Host membrane);KW-1051 (Host synapse);KW-0378 (Hydrolase);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0582 (Pharmaceutical);KW-0645 (Protease);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0843 (Virulence);KW-0862 (Zinc),Clostridiaceae,Clostridium,botA,Botulinum neurotoxin type A,BXA1_CLOBH
P0DQH9,flavin monoamine oxidase family|IC,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Cerastes,,L-amino acid oxidase,OXLAB_CERCE
P0DRJ7,peptidase S1 family|SAM,PF00089 (Trypsin)|131.3,CL0124 (Peptidase_PA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0378 (Hydrolase);KW-0382 (Hypotensive agent);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Lachesis,,Kallikrein-like enzyme LV-Ka,VSPKA_LACMU
P0DSK3,formicidae venom precursor-01 superfamily|IC,PF17499 (Pilosulin)|109.8,,KW-0903 (Direct protein sequencing);KW-0325 (Glycoprotein);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),Formicidae,Myrmecia,,U-myrmeciitoxin(01)-Mg7a,TX17A_MYRGU
P0DUB4,clostridial glucosylating toxin (LCGT) family|IC,PF01473 (Choline_bind_1)|85.3;PF11713 (Peptidase_C80)|133.9;PF12918 (TcdB_N)|53.9;PF12919 (TcdA_TcdB)|458.2;PF12920 (TcdA_TcdB_pore)|704.4;PF19127 (Choline_bind_3)|132.6,CL0093 (Peptidase_CD);CL0110 (GT-A);CL0694 (Choline_binding),KW-0002 (3D-structure);KW-0068 (Autocatalytic cleavage);KW-0328 (Glycosyltransferase);KW-1032 (Host cell membrane);KW-1035 (Host cytoplasm);KW-1039 (Host endosome);KW-1043 (Host membrane);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0460 (Magnesium);KW-0464 (Manganese);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0645 (Protease);KW-0677 (Repeat);KW-0964 (Secreted);KW-0788 (Thiol protease);KW-0800 (Toxin);KW-0808 (Transferase);KW-0843 (Virulence);KW-0862 (Zinc),Peptostreptococcaceae,Paraclostridium,tcsL,Cytotoxin-L,TCSL2_PARSO
P0DUN1,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|110.2,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrocophias,,Basic myotoxic phospholipase A2 PhTX-II,PA22_BOTHY
P0DV78,flavin monoamine oxidase family|IC,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0547 (Nucleotide-binding);KW-0560 (Oxidoreductase);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,L-amino-acid oxidase BjussuLAAO-II,OXLA2_BOTJR
P0DYB0,short scorpion toxin superfamily|IC,,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Hemiscorpiidae,Liocheles,,LaIT5,KKX22_LIOAU
P14420,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|116.5,CL0629 (PLA2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,Basic phospholipase A2 vipoxin B chain,PA2B_VIPAE
P14424,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|119.8,CL0629 (PLA2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1035 (Host cytoplasm);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Vipera,,Basic phospholipase A2 ammodytoxin B,PA2BB_VIPAA
P16341,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|28.3,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0027 (Amidation);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),Buthidae,Leiurus,,Potassium channel toxin alpha-KTx 5.1,KAX51_LEIHE
P17935,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|118.2,CL0629 (PLA2),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Vipera,,Basic phospholipase A2 homolog ammodytin L,PA2HL_VIPAA
P18153,PBP/GOBP family|IC,PF01395 (PBP_GOBP)|57.5,CL0803 (PBP_GOBP),KW-0002 (3D-structure);KW-0020 (Allergen);KW-0025 (Alternative splicing);KW-0930 (Antiviral protein);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0838 (Vasoactive);KW-0840 (Vasodilator),Culicidae,Aedes,D7,Long form salivary protein D7L1,D7L1_AEDAE
P19321,peptidase M27 family|IC,PF01742 (Peptidase_M27)|344.5;PF07951 (Toxin_R_bind_C)|32.1;PF07952 (Toxin_trans)|328.0;PF07953 (Toxin_R_bind_N)|133.7,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0843 (Virulence);KW-0862 (Zinc),,,botD,Botulinum neurotoxin type D,BXD_CBDP
