identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
A0A0B5A8Q2,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),115,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,,Con-Ins G1b,INS1B_CONGE
A0A0B5A8Q6,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),130,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,,Con-Ins M1,INS1_CONMR
A0A0B5ABD5,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),117,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,,Con-Ins T3,INS3_CONTU
A0A0B5ABD9,,KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),130,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,,Con-Ins G2,INS2A_CONGE
A0A0B5ABE4,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),131,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,,Con-Ins Q1b,INS1B_CONQU
A0A0B5ABE6,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),131,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,,Con-Ins Q1,INS1A_CONQU
A0A0B5AC86,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,,Con-Ins G3b,INS3B_CONGE
A0A0B5AC90,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),115,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,,Con-Ins T1B,INS1B_CONTU
A0A0B5AC95,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),115,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,,Con-Ins G1a,INS1A_CONGE
A0A0B5AC98,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),128,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus floridulus,,Con-Ins F1,INS1_CONFO
A0A0B5ADT3,,KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),130,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,,Con-Ins G2b,INS2B_CONGE
A0A0B5ADT9,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),128,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus floridulus,,Con-Ins F2,INS2A_CONFO
A0A0B5ADU4,,KW-0027 (Amidation);KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),115,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,,Con-Ins T1A,INS1A_CONTU
A0A0B5ADV0,,KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),127,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,Conasprella memiae,,Con-Ins Me1,INS1_CONME
A0A0F6QDA5,,KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),31,conotoxin O1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus eburneus,,Delta-conotoxin-like ErVIA,O16A_CONEB
A0A0F7YYV0,,KW-0119 (Carbohydrate metabolism);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0313 (Glucose metabolism);KW-0372 (Hormone);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),123,insulin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,,Insulin-like peptide-1,INS_CONVC
A0A0F7YZI5,,KW-1015 (Disulfide bond);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),135,glycoprotein hormones subunit beta family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,,Thyrostimulin beta-5 subunit,CTHB5_CONVC
A0A0F7YZQ7,,KW-0002 (3D-structure);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),100,elevenin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,,Elevenin-Vc1,CELE_CONVC
A0A0F7Z3J2,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0372 (Hormone);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),144,glycoprotein hormones subunit alpha family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,,Thyrostimulin alpha-2 subunit,CTHA2_CONVC
A0A0G3F8Z3,,KW-0002 (3D-structure);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),79,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Philodromidae,Tibellus,Tibellus oblongus,,Omega-phylotoxin-To1a,TBO1_TIBOB
A0A0H3KHN8,,KW-1015 (Disulfide bond);KW-0260 (Enterotoxin);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0766 (Superantigen);KW-0800 (Toxin);KW-0843 (Virulence);KW-0862 (Zinc),257,staphylococcal/streptococcal toxin family,Swiss-Prot,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,sea,Enterotoxin type A,ETXA_STAAE
A0A0J9X1W9,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),35,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus doriae,,Mu-theraphotoxin-Hd1a,HD1A_CYRDO
A0A0K1YW63,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-1015 (Disulfide bond);KW-0295 (Fungicide);KW-1199 (Hemostasis impairing toxin);KW-0391 (Immunity);KW-0399 (Innate immunity);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),115,secapin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,,Secapin,SECP_APICE
A0A0K8TU78,,KW-0027 (Amidation);KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),58,O2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lenavati,,Contryphan-Lnv,COW_CONLV
A0A0K8TUE2,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-1213 (G protein-coupled receptor impairing toxin);KW-0301 (Gamma-carboxyglutamic acid);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),81,conotoxin C superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lenavati,,Consomatin Le1,CSST1_CONLV
A0A0N7CSQ4,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),68,scoloptoxin-04 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,,Tau-scoloptoxin(04)-Ssm1b,TX41A_SCOMU
A0A0N7HUN6,,KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),93,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P4,CXP4_PARCG
A0A0N7KBN8,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),75,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora,HAUTX4,U-stichotoxin-Hau3a,NA3A_HETAU
A0A0P0BQD2,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),93,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P1,CXP1_PARCG
A0A0P0BUQ6,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),91,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P6,CXP6_PARCG
A0A0P0BZQ8,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),93,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P3,CXP3_PARCG
A0A0P0C6M6,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),93,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P2,CXP2_PARCG
A0A0P0CC97,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),93,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P5,CXP5_PARCG
A0A0P0CHY3,,KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0800 (Toxin),92,worm cytolysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Parborlasia,Parborlasia corrugatus,,Parbolysin P7,CXP7_PARCG
A0A0P0UTI6,,KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0677 (Repeat);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),174,sea anemone BBH family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora,HAUTX2,U-stichotoxin-Hau2a,BBH2A_HETAU
A0A0P0UTJ1,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),62,Hau1a/HC18/HC19 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora,HAUTX1,U-stichotoxin-Hau1a,TX1A_HETAU
A0A0P0UTQ7,,KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0677 (Repeat);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),96,sea anemone BBH family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora,HAUTX3,U-stichotoxin-Hau2b,BBH2B_HETAU
A0A0R4I951,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),70,scoloptoxin-03 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,,Kappa-scoloptoxin(03)-Ssd1a,TX31A_SCODE
A0A0R4I952,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),37,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus monile,,Delta/kappa-conotoxin Mo3964,CXRA_CONMO
A0A0S4FKT4,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),238,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,,Thrombin-like enzyme collinein-1,VSP1_CRODU
A0A0U4AHC3,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),64,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Odontobuthus,Odontobuthus doriae,,Beta-insect excitatory toxin OdTx12,SIXC_ODODO
A0A0U5AUY6,,KW-0123 (Cardiotoxin);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),72,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,,Cytotoxin 9,3SA9_NAJNA
A0A125S9D8,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),85,conotoxin D superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im28.1,CDS1_CONIM
A0A125S9D9,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),83,conotoxin E superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im22.1,CEM1_CONIM
A0A125S9E0,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),76,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im11.8,I1B8_CONIM
A0A125S9E1,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),62,conotoxin I2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im11.9,I2B9_CONIM
A0A125S9E2,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),70,conotoxin I2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im11.11,I2BB_CONIM
A0A125S9E4,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),72,conotoxin K superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im23a,CKNA_CONIM
A0A125S9E5,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),70,conotoxin K superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im23.4,CKN4_CONIM
A0A125S9E6,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),67,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im3.1,CM31_CONIM
A0A125S9E9,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),91,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im9.1,CM91_CONIM
A0A125S9F0,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),81,conotoxin N superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im016,CNG_CONIM
A0A125S9F2,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,conotoxin O2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im6.2,O262_CONIM
A0A125S9F3,,KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),76,conotoxin O2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im6.9,O269_CONIM
A0A125S9F6,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),92,conotoxin P superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im9.4,CP94_CONIM
A0A125S9F9,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),124,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im14.2,CUE2_CONIM
A0A125S9G0,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),94,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im026,CXQ_CONIM
A0A125S9G2,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),75,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im23.5,CXN5_CONIM
A0A125S9G3,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),74,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,,Conotoxin Im6.10,CX6A_CONIM
A0A141SFN4,,KW-0002 (3D-structure);KW-1216 (Complement system impairing toxin);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),98,RaCI family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus appendiculatus,,Complement inhibitor RaCI1,C5I1_RHIAP
